Jackie Chan
"A Special Forces Agent is assigned to protect a scientist and his creation from a sinister gang. A special-force agent/police officer is assigned to protect a young woman involved in a science experiment of longevity, from a gangster with an army of advanced technology who desires to obtain her power, while also having connections with him. Hong Kong police inspector Lin Dong (Chan) learns that a biochemical invention has been surgically implanted into his missing daughter. With help from a hacker, Lin tries to connect the dots between the device, a sinister army and a strange phenomenon."
"A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities. The story of humble London businessman Quan (Chan), whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love - his teenage daughter - is taken from him in a senseless act of politically-motivated terrorism. In his relentless search for the identity of the terrorists, Quan is forced into a cat- and-mouse conflict with a Irish government official (Brosnan), whose own past may hold clues to the identities of the elusive killers. Minh Quan runs a Chinese restaurant in London with his business partner Lam. When his teenage daughter Fan is killed in a clothing store bombing, he seeks revenge. The bombing is claimed by a group calling itself the ""Authentic IRA"". Failing to get the names of the bombers from Scotland Yard, Quan next focuses on the Northern Ireland deputy First Minister Liam Hennessy, who speaks publicly about his status as a former IRA leader while condemning the bombing. Quan eventually leaves for Belfast and seeks out Hennessy, who claims to have no knowledge of the bombing or its perpetrators. Quan does not believe him and sets off a homemade bomb in Hennessy's office as a threat unless he gets the bombers' names."
"Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas. Six young ninjas Lloyd, Jay, Kai, Cole, Zane and Nya are tasked with defending their island home, called Ninjago. By night, they're gifted warriors, using their skills and awesome fleet of vehicles to fight villains and monsters. By day, they're ordinary teens struggling against their greatest enemy: high school. The battle for Ninjago City calls to action young Master Builder Lloyd, aka the Green Ninja, along with his friends, who are all secret ninja warriors. Led by Master Wu, as wise-cracking as he is wise, they must defeat evil warlord Garmadon, The Worst Guy Ever, who also happens to be Lloyd's dad. A young boy visits an old relic shop where he meets the mysterious elderly owner Mr. Liu, who begins to tell him the story of Ninjago, a city within the Lego Universe which is frequently terrorized by the evil Lord Garmadon who is the father of teenager Lloyd Garmadon and ex-husband of Misako (a.k.a. Koko). Ninjago despises Lloyd for being Lord Garmadon's son thus putting Lloyd under emotional stress. Unbeknownst to them, Lloyd is part of the secret ninja force consisting of Nya, Zane, Jay, Cole, Kai and their master named Wu, who always stop Garmadon from taking over Ninjago City by fighting with Mechs. After another fight, Garmadon's army's tech division shows him a new Mech.."
"Following the events of the first movie, Surly and his friends must stop Oakton City's Mayor from destroying their home to make way for a dysfunctional amusement park. Surly and his friends Buddy, Andie, and Precious discover that the mayor of Oakton City is cracking one big hustle to build a giant amusement park, which in turn will bulldoze their home. The animals must stop the mayor, his daughter, and a mad animal-control officer in order to take back the city park. After his relationship with the other animals improved over the past nine months, Surly Squirrel is now loved by Liberty Park's Urban wildlife community, and currently overseeing an all-you-can-eat buffet at Maury's Nut Shop. This worries Andie, as she prefers a more hard-working outlook on life. Despite Surly's reassurances all is well, Maury's Nut Shop is accidentally blown up by Mole after he forgets to cut down pressure from the boiler. Andie takes the opportunity to try getting the animals back to their roots by foraging for food in Liberty Park while Surly and Buddy try to find other food-packed places, but fail each time. Defeated, he and Buddy decide to return to the park.."
"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India. Chinese archeology professor Jack (Jackie Chan) teams up with beautiful Indian professor Ashmita and assistant Kyra to locate lost Magadha treasure. In a Tibetan ice cave, they find the remains of the royal army that had vanished together with the treasure, only to be ambushed by Randall (Sonu Sood), the descendent of a rebel army leader. When they free themselves, their next stop is Dubai where a diamond from the ice cave is to be auctioned. After a series of double-crosses and revelations about their past, Jack and his team travel to a mountain temple in India, using the diamond as a key to unlock the real treasure."
"A railroad worker in China in 1941 leads a team of freedom fighters against the Japanese in order to get food for the poor. In December 1941, The railway from Tianjin to Nanjing in East China became a key military transportation route, heavily guarded by Japanese soldiers. Ma Yuan, a railroad worker and his group of freedom fighters find themselves on the wrong side of the tracks when they decide to ambush a heavily armed military train filled with desperately needed provisions. Unarmed and outnumbered, they must rely on their wits to battle an entire army."
"A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal. Still blaming himself for the untimely demise of his best friend after nine long years, the veteran Hong Kong police detective, Bennie Chan, still finds himself on a wild-goose chase, trying to expose the elusive criminal kingpin known only as ""The Matador"". So far, nothing has changed, and Bennie's main suspect--the corrupt entrepreneur, Victor Wong--is, above all, legally untouchable. However, when Samantha--his late partner's only daughter--has a brush with the mob, Bennie will have no other choice but to seek help from an improbable ally: the flamboyant American gambler, Conor Watts, who has serious problems of his own with the Russian mafia. Now, the unlikely duo must cross the vast landscapes of Mongolia and the Gobi Desert to return to Hong Kong in one piece, as the Matador is still unknown. Will Bennie ever find the hard evidence he needs to put him once and for all behind bars?"
"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home. When Po's long-lost panda father suddenly reappears, the reunited duo travels to a secret panda paradise to meet scores of hilarious new panda characters. But when the supernatural villain Kai begins to sweep across China defeating all the kung fu masters, Po must do the impossible-learn to train a village full of his fun-loving, clumsy brethren to become the ultimate band of Kung Fu Pandas. In the spirit realm, Oogway fights against a bull adversary named Kai, who has defeated all the other Kung Fu masters in the realm and taken their chi. Oogway too is ensnared and has his chi stolen, but warns Kai that the Dragon Warrior, Po, will stop him. Kai takes this as a challenge to steal the Dragon Warrior's chi and returns to the mortal realm. The rotund Dragon Warrior, Po, finally reunites with his long-lost biological father, Li, as a supernatural fiend--the terrible sword-wielding yak, Kai--uses his indomitable strength to harvest a Kung Fu fighter's most prized possession. Now, as Master Shifu and the fearless Furious Five team are the only ones left to stop this all-powerful new enemy, our dumpling-gorging hero must first harness his own essence of existence to stand a chance; however, can he fight Kai all by himself?"
"The all-powerful Monkey King was imprisoned by the Gods for 500 years, but when a child releases him from his curse, the Monkey King must now save an innocent village from the evil Mountain Lord and his monstrous army. The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the gods, he was imprisoned within an ice cage deep within the mountains. Five hundred years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters. The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters."
"When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An teams up his army with an elite Legion of defected Roman soldiers led by General Lucius to protect his country and his new friends. When corrupt Roman leader Tiberius arrives with a giant army to claim the Silk Road, Huo An and his group of trained warriors teams up with an elite legion of defected Roman soldiers led by General Lucius to maintain the delicate balance of power in the region. To protect his country and his new friends, Huo An gathers the warriors of thirty-six ethnic nations together to fight Tiberius in an incredible epic battle. Using modern technology, two young archaeologists discover a monumental lost (fictitious) steppe city, with both Chinese inscriptions and Latin, including its name Regum. It originated when captain Huo An and his elite unit of border troops, devoted to keeping the peace between 36 tribes along the ancient Silk Road, are falsely set up as gold smugglers and banished to a windy mountain garrison of 'wild geese fortress', as forced laborers to help rebuild it under the stern provincial prefect's vain, ambitious commander, general Huo Qubing. When a Roman legion arrives from Parthia, its general Lucius duels Huo An in an attempt to avoid massive slaughter, but a sand storm offers the latter occasion to offer a draw and shelter inside, making them friends by circumstance. The Romans provide the engineering skills and extra man power, while the Chinese mobilize the pacified tribes, to finish the near-impossible building task. Lucius was promised help to find his way back to Parthia, but instead his evil-plotting rival Tiberius arrives with a fresh legion, bent on eliminating Lucius and the blind boy under his protection in a crazy plot, and he has traitor allies. Fights and cruelties incur, inside the garrison city and on the field outside, as allies arrive and loyalties challenged."
"The firefighters of Hong Kong's Pillar Point division battle an out-of-control blaze that threatens to plunge the city into darkness. Whereas three old friends work together in a fire station in Hong Kong, a fire breaks out in a rundown residential block on Christmas' Eve, threatening to plunge the whole city into darkness if it spreads to a to a nearby power plant supplying natural gas. Politics, competition and distrust between the firemen of the Pillar Point Division are to be expected."
"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage."
A story centered on a company that grants wishes to people looking for a day away from their ordinary lives.
"A man searches the world for a set of mystic artifacts. The twelve bronze heads of the animals from the Chinese zodiac. Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which was looted by foreigners in the 1800s. Assisted by a Chinese student and a Parisian lady, Hawk stops at nothing to accomplish the mission."
"A historical drama based on the founding of the Republic of China when nationalist forces led by Sun Yat-sen overthrew the Qing Dynasty. At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword."
"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past. After a year of being the dragon warrior, obesitized but fearless Po (Black) is a hero in China along with Crane (Cross), Mantis (Rogen), Monkey (Chan), Viper (Liu), Tigress (Jolie), and Shifu (Hoffman). But trouble pops out when villian Shen (Oldman) begins chaos. Everybody is ready to fight, but Po is unprepared when he learns Shen was his enemy in his infancy. Po, the plump but fearless Dragon Warrior, now rests on his laurels, living a sweet and easy life along with his equally enlightened friends--Tigress, Viper, Monkey, Crane, and Mantis--in the serene Valley of Peace. However, as Po hones his skills of inner peace, the villainous peacock, Lord Shen, and his invincible secret weapon suddenly appear, threatening to conquer China. Now, before this new formidable adversary, the black-and-white Kung Fu master needs to delve deep into his unknown origins to have a fighting chance, and above all, fulfil his destiny; nevertheless, is he prepared to unearth a well-hidden secret? Can Po and the powerful Furious Five take down Shen and his mighty army?"
"After ambushing and killing his rival, losing everything in the process, dispirited warlord Hou Jie turns to a Shaolin monastery seeking salvation. China is plunged into strife as feuding warlords try to expand their power by warring over neighboring lands. Fuelled by his success on the battlefield, young and arrogant Hao Jie sneers at Shaolin's masters after killing a rival warlord on their temple grounds. But the glory comes before a fall. His own family is wiped out in an unexpected turn of events and Hao is forced to take refuge with the monks. As the civil unrest spreads and the people suffer, Hao and the Shaolin masters are forced to take a fiery stand against the evil warlords. They launch a daring plan of rescue and escape."
"This movie is a story about an ambitious little boy who stumbles into a magical world filled with fun, laughter, adventure, danger, and the most amazing and colorful characters you've ever seen. Along his journey, Silk Boy discovers the history of his country and becomes a hero by fighting against the evil Filthington IV who will stop at nothing to obtain all of the riches of the world, especially the control of the rarest silk on earth made by the beautiful Goddess of Silk."
"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master. 12-year-old Dre Parker has moved to China, and finds himself like a fish out of water. He befriends a fellow classmate, Mei Ying, only to make a rival, Cheng, who starts to bully and attack Dre. Soon, Mr Han, the maintenance man of Dre's apartment, fends off Cheng and his friends when they are attacking Dre and signs Dre up to fight in the Kung Fu tournament in return for the bullies laying off of Dre. Dre realizes Mr. Han is much more than a maintenance man, when he's revealed as a master of Kung Fu and Dre soon learns that Kung Fu is about self defense and peace, instead of violence and bloodshed. In search of a fresh start, the widowed mother, Sherry Parker, and her 12-year-old son, Dre, move from Detroit to Beijing in China, after a job transfer. Before the obvious language barrier and the daunting task of acclimatising to a foreign culture and a new school, Dre is indeed a friendless stranger in a strange land, and to make matters worse, he will soon catch Cheng's eye, the school's fearsome bully. As Dre tries to impress the young violinist, Meiying, he will learn the hard way that his pitiful karate is no match against Cheng's excellent but vicious kung fu; something that the building's janitor and inconspicuous kung fu master, Mr Han, is eager to remedy. Suddenly, an upcoming tournament will give a new meaning in Dre's life, however, will he finally make a stand against his powerful opponent? When his mother's career results in a move to China, 12-year-old Dre Parker (Jaden Smith) finds that he is a stranger in a strange land. Though he knows a little karate, his fighting skills are no match for Cheng, the school bully. Dre finds a friend in Mr. Han (Jackie Chan), a maintenance man who is also a martial-arts master. Mr. Han teaches Dre all about kung fu in the hope that Dre will be able to face down Cheng and perhaps win the heart of a pretty classmate named Mei Ying. 12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying - and the feeling is mutual - but cultural differences make such a friendship impossible. Even worse, Dre's feelings make an enemy of the class bully, Cheng. In the land of kung fu, Dre knows only a little karate, and Cheng puts ""the karate kid"" on the floor with ease. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is secretly a master of kung fu. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life."
"An old soldier kidnaps a young General of an enemy state and takes him on a long journey to collect the reward. Two armies clash in ancient war-torn China; none survive but a young general from a royal house and a farmer foot soldier who binds the fallen leader to take him home and claim a reward. Many stand in their way: an abandoned songstress, the noble's own murderous younger brother, desperate beggars, rough slavers, and the pair's own differing agendas. Through it all, a bond forms between the two, and what will happen at journey's end becomes anyone's guess."
"Former C.I.A. spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids (who haven't exactly warmed to their mom's beau). When one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family. In high hopes of leading a normal life, the international secret agent on loan to the CIA, Bob Ho, decides to call it quits to settle down with his single next-door neighbour, Gillian, and her three children. However, this is easier said than done, as an emergency leaves Bob--who poses as a seemingly ordinary and uninteresting pen salesman--alone with the kids, while the inadvertent download of classified information on oil, exposes the amateur babysitter to his Russian arch-nemesis. Now, the spy next door must deal with terrorism and the most difficult mission in his career: to win the respect of the kids. Can Bob tackle both? Bob Ho, a Chinese spy working with the CIA to stop a man named Poldark, has been posing as an importer while dating his neighbor, Gillian, a single mother with 3 children. When Bob captures Poldark, he retires from the spy game. He wants to make a commitment to Gillian, but her children are not exactly warming up to him. When Gillian has to go out of town, Bob offers to take care of the kids while she's away, which proves to be no easy task. Poldark somehow escapes, and it's apparent that some in the Agency helped him. At the same time, Colton (one of Bob's CIA associates) asks him to look at something Poldark had on him that appears to be encrypted, hoping he can crack it. When the children rummage through Bob's home to see what they can find out about him, they discover the file and download it. When they try to open it, Poldark tracks it down and sends his people to take care of Bob. Bob manages to deal with them and then takes the children and goes on the run."
"Inspired by true events, Founding of a Republic weaves a rousing tale of one man who fought against the tyranny of a ruler and led his people in battle in the ultimate sacrifice for his country."
"Jackie Chan is the undefeated Kung Fu Master who dishes out the action in traditional Jackie Chan style. When a young boy sets out to learn how to fight from the Master himself, he not only witnesses some spectacular fights, but learns some important life lessons along the way."
"A simple Chinese immigrant wages a perilous war against one of the most powerful criminal organizations on the planet. In China, the poor worker Tietou repairs tractors and misses his sweetheart Xiu Xiu, back in Japan, she having never sent any news to her family or him. While illegally emigrating to Japan, Tietou loses his Chinese documents and so cannot return to his country. He is welcomed by his countrymen who lodge and work in Shinjuku where they also help him to find illegal work. While running from a police raid through the sewage system where Chinese are illegally working, Tietou saves Inspector Kitano from drowning in the dirty water. Later, after an incident with his cousin, Joe, and a Taiwan gang, Tietou saves the powerful Yakuza boss Toshinari Eguchi. He is the husband of Xiu Xiu, who is now called Yuko and are parents of a little daughter. The mobster offers a dirty job to Tietou; in retribution, he promises to deliver the quarter dominated by the Taiwan gang to him. Tietou becomes the boss of the Chinese illegal immigrants. But his peaceful methods make him unpopular and Tietou starts to lose control over his men which escalates into a giant gang war."
"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way. It's the story about a lazy, irreverent slacker panda, named Po, who is the biggest fan of Kung Fu around...which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of Kung Fu and studies alongside his idols, the legendary Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task, and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths. Surprisingly, of all the martial arts champions and kung fu masters, Po--a plump slacker panda and the most unathletic inhabitant in the serene Valley of Peace--is selected as the village's defender. Now, as the community's fabled and powerful Dragon Warrior, Po and his fierce team of kung-fu aces--Monkey, Tigress, Mantis, Viper, and Crane--must protect the ancient hometown from the vindictive snow-leopard, Tai Lung. However, can the Furious Five and the most improbable of all heroes, Po, fulfil both the prophecy and their destiny? A clumsy, overweight panda, Po, spends his time working as his father's noodle restaurant in the Valley of Peace. The Dragon Warrior, the champion fighter of the kingdom, is being chosen and Po, a kung fu fan, attends. To his surprise, he is chosen as the Dragon Warrior. This upsets the Furious Five, the protectors of the valley, who deem Po well beneath their standards as well as Shifu, the Furious Five's trainer. Po is at a low ebb when Tai Lung, the valley's biggest threat, escapes from prison. Now Po will have to fight Tai Lung to save the valley. A CG-animated comedy about a lazy, irreverent slacker panda, Po, who must somehow become a Kung Fu Master in order to save the Valley of Peace from a villainous snow leopard, Tai Lung. Set in the legendary world of ancient China, this is the story of Po, our unlikely hero, who enters the rigid world of Kung Fu and turning it upside down. Po ultimately becomes a Kung Fu hero by learning that if he believes in himself, he can do anything"
"A discovery made by a kung fu obsessed American teen sends him on an adventure to ancient China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King. An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself traveling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King. In South Boston, Jason Tripitikas is a clumsy teenager obsessed with martial arts, movies of kung fu and Chinese culture. He frequently goes to the pawn shop of Old Hop to buy Chinese movies; while snooping the store, he sees an ancient staff in the deposit. Old Hop tells him that many years ago, a man left the staff with his grandfather but has never returned to take it back. While walking back home, Jason is forced by a gang of punks lead by Lupo to return to the pawn shop and lure Old Hop to open the door. The criminals break in the shop and Lupo shoots Old Hop, not before he orders Jason to run with the staff. En route Jason falls from the roof of a building and awakes in ancient China with the staff. Soon he befriends the drunken immortal Lu Yan who tells him the story of the Monkey King, who was lured by the evil Jade Warlord and turned into stone. Jade Warlord transforms the peaceful realm in a kingdom of fear and violence. However in accordance with the prophecy, a traveler would bring the staff back and save the Monkey King."
"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Almost three years after their last adventure in Rush Hour 2 (2001), Carter is now working as a Los Angeles traffic officer, while his friend and ace Hong Kong Police inspector, Lee, escorts the Chinese Ambassador, Han, to the World Criminal Court, to disclose crucial information about the Triads. However, after a botched assassination attempt, the mismatched duo will find themselves in picturesque Paris, struggling to retrieve a precious list of names, as the murderous crime syndicate's henchmen try their best to stop them. Once more, Lee and Carter must fight their way through dangerous gangsters; however, this time, the past has come back to haunt Lee. Will the boys get the job done once and for all?"
"Thongs and Octopus accept a job from their landlord: kidnap a baby. Soon, the baby awakens strong paternal feelings in the two crooks, leading to complications when it comes to handing him over to his possibly crazy gang boss grandfather. For never-do-well compulsive gambler Fong, there's only one thing more fearsome than debtors at his doorstep - having to coax a crying baby. But what if the baby becomes his golden goose to fend off his debtors? Can he overcome his phobia of diapers, milk bottles, and cloying lullabies?"
"Archeologist Jack keeps having reoccurring dreams of a past life, where he is the great general Meng Yi, who is sworn to protect a princess named Ok-Soo. Jack decides to go investigate everything with his friend William. Martial arts legend Jackie Chan stars as Jack, a world-renowned archaeologist who has begun having mysterious dreams of a past life as a warrior in ancient China. When a fellow scientist enlists his help locating the mausoleum of China's first emperor, the past collides violently with the present as Jack discovers his amazing visions are based in fact. Assisted by the spirit of a noble princess..."
"A hero cop accidentally leads his team into a trap from which he is the only survivor. Drowning his guilt in booze, he is eventually assigned a new younger partner who turns out to have his own secrets. Inspector Wing of the Hong Kong Police Force has become the victim of a gang, led by the evil Joe. When his entire team is killed, Wing becomes a hapless drunk, feeling guilty for the deaths of his team. A young man with a troubled past pretends to be a police officer working on the case with Wing, to get him back on his feet and begin an adventure to get revenge on the evil Joe and his Gang of Five, especially when it becomes personal."
"In the mythical land of Huadu, Charcoal Head, a humble boy born to rule an empire must undertake his journey to claim his throne. It is an epic action adventure combining romance, fantasy, comedy and cutting edge Hong Kong style martial artistry. A cruel empress, a place where men are subservient to women. The empress' reign is disturbed by a prophecy saying a boy will rise to become king, and restore the male regime. Char, a humble boy, is born to be emperor. He and his adopted brother, Leaf, perform in a traveling show run by their adopted father, Blackwood. Thanks to their friend, Lao, the pair receive a stone with a map engraved on it. They set out on a quest for the treasure that the map is supposed to reveal. Two lovely yet lethal female warriors, Blue and Spring, join the boys on their journey. The youngsters encounter various challenges before they meet General Lone, a master swordsman who seeks to overthrow the empire. To do so he must first duel the Lord Of Armour."
"To win a bet, an eccentric British inventor embarks, with his Chinese valet and an aspiring French artist, on a trip full of adventures and dangers around the world in exactly 80 days. Based on one of Jules Verne's classic stories, an English inventor, with assistance from his Chinese valet and a French artist, does his best to win a wager by travelling the world in exactly eighty days. While on the journey, they gain new knowledge in multiple different areas. Adventurer Passepartout accompanies time-obsessed English gentleman Phileas Fogg on a daring mission to journey around the world. Fogg has wagered with members of his London club that he can traverse the world in 80 days. Along the way, they encounter many interesting 19th-century figures and have many exciting and suspenseful situations in their voyage around the world."
"Hong Kong’s top triad leader Hung appoints his gay son Georgie to be his successor before he dies. But Hung’s loyal right-hand man Cheung mistakes his roommate Sam as Georgie instead. Georgie is handsome, stylish, and charming, but he's gay, and his old-fashioned father is the leader of one of Hong Kong's powerful Triads. Should Georgie's lifestyle get out, his father's position would be in jeopardy. So he sends Georgie away until after his death. But things don't go as planned."
"A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers. Chan plays Eddie Yang, a Hong Kong cop who suffers a near fatal accident while investigating a case involving a mysterious medallion. Eddie soon discovers that with the powerful medallion in his possession, he gains incredible speed, strength and skills, taking his martial arts abilities to awe-inspiring heights. Eddie, an indomitable Hong Kong cop, is transformed into an immortal warrior with superhuman powers after a fatal accident involving a mysterious medallion. Eddie enlists the help of British Interpol agent Nicole to determine the medallion's secret and face down the evil Snakehead, who wants to use its magical powers for his own nefarious plans."
It's a high-kicking battle on the dark side when an ace vampire slayer and his beautiful sidekicks wage the ultimate martial-arts showdown with one of the most dangerous of the undead.
"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds. When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds. Chon's sister, Lin, has the same idea, and uncovers a worldwide conspiracy to murder the royal family but almost no one will believe her. In the 1880's, Chon Wang's father and keeper of the Imperial Seal has been murdered by Parliament and royal family member Rathbone, (who steals the Imperial Seal) with Chon Wang's sister, Chon Lin, witnessing the murder. Chon Lin follows Rathbone to London to kill him, while sending Chon a letter telling him of the murder. Chon then travels to New York for Roy O'Bannon. Together they travel to England and meet up with Chon Lin to kill Rathbone and get the Imperial Seal back."
"A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo. Jimmy Tong is just a lowly chauffeur for millionaire Clark Devlin, until Devlin has an accident that puts him in the hospital. Tong is sent back to fetch some things for Devlin and unknowingly tries on Devlin's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit. This discovery thrusts Tong into world of international intrigue and espionage and pairs him with an inexperienced partner."
